Lead_ID,Email,Region,Industry,Company_Size,Job_Level,Lead_Score,Priority,Conversion_Probability,Predicted_Conversion,Total_Sessions,Engagement_Score,Days_Since_Last_Activity,Viewed_Pricing_Page,Requested_Demo,Source
LEAD_02657,lead2657@example.com,North America,Consulting,51-200,Manager,90,HOT,0.9,True,13,89.1,6,1,0,Content Download
LEAD_02658,lead2658@example.com,Asia Pacific,Finance,11-50,Manager,30,COOL,0.3008,False,5,10.6,10,0,0,LinkedIn
LEAD_02659,lead2659@example.com,Middle East,Manufacturing,11-50,Director,27,COLD,0.2725,False,7,10.65,3,0,0,Cold Outreach
LEAD_02660,lead2660@example.com,Asia Pacific,Technology,201-1000,Director,90,HOT,0.9,True,16,88.05,5,1,1,Referral
LEAD_02661,lead2661@example.com,Africa,Technology,11-50,Individual Contributor,50,WARM,0.5095,True,4,7.75,8,0,0,LinkedIn
LEAD_02662,lead2662@example.com,Africa,Manufacturing,1-10,C-Level,42,COOL,0.4293,False,5,27.25,12,1,0,Webinar
LEAD_02663,lead2663@example.com,North America,Retail,11-50,Manager,12,COLD,0.126,False,2,0.0,27,0,0,Webinar
LEAD_02664,lead2664@example.com,Europe,Healthcare,1000+,Manager,68,WARM,0.6836,True,4,17.05,5,1,0,Google Ads
LEAD_02665,lead2665@example.com,Europe,SaaS,51-200,Director,14,COLD,0.1406,False,6,0.0,25,0,0,Website
LEAD_02666,lead2666@example.com,Europe,Retail,1-10,Individual Contributor,40,COOL,0.4081,False,4,3.0,10,0,0,LinkedIn
LEAD_02667,lead2667@example.com,North America,Healthcare,11-50,VP,70,WARM,0.7045,True,5,38.3,2,1,0,Google Ads
LEAD_02668,lead2668@example.com,Latin America,Healthcare,51-200,Manager,8,COLD,0.0821,False,3,6.25,35,1,0,Email Campaign
LEAD_02669,lead2669@example.com,Middle East,SaaS,1-10,C-Level,16,COLD,0.1672,False,9,8.25,20,0,0,Website
LEAD_02670,lead2670@example.com,Asia Pacific,Manufacturing,1000+,Senior Manager,54,WARM,0.5427,True,3,14.15,19,0,1,Referral
LEAD_02671,lead2671@example.com,North America,Real Estate,11-50,VP,41,COOL,0.4165,False,2,39.05,0,1,0,Trade Show
LEAD_02672,lead2672@example.com,Asia Pacific,Consulting,1000+,Director,33,COOL,0.3388,False,9,14.6,3,0,0,Trade Show
LEAD_02673,lead2673@example.com,Africa,Finance,51-200,VP,29,COLD,0.2959,False,4,22.45,13,0,0,Email Campaign
LEAD_02674,lead2674@example.com,Middle East,E-commerce,201-1000,C-Level,91,HOT,0.915,True,18,80.15,3,1,0,Referral
LEAD_02675,lead2675@example.com,North America,E-commerce,1-10,Director,32,COOL,0.323,False,4,15.0,0,0,0,Content Download
LEAD_02676,lead2676@example.com,Latin America,Retail,51-200,Individual Contributor,8,COLD,0.0831,False,3,0.75,11,0,0,Content Download
LEAD_02677,lead2677@example.com,Middle East,Manufacturing,1-10,Manager,20,COLD,0.2009,False,5,13.8,30,1,0,LinkedIn
LEAD_02678,lead2678@example.com,Latin America,Manufacturing,1000+,Individual Contributor,58,WARM,0.581,True,6,37.25,2,1,0,LinkedIn
LEAD_02679,lead2679@example.com,North America,E-commerce,1-10,Individual Contributor,14,COLD,0.148,False,8,12.35,4,0,0,Website
LEAD_02680,lead2680@example.com,North America,Real Estate,201-1000,VP,94,HOT,0.945,True,7,77.75,0,1,1,Webinar
LEAD_02681,lead2681@example.com,Middle East,Manufacturing,201-1000,VP,2,COLD,0.0283,False,4,0.0,47,0,0,LinkedIn
LEAD_02682,lead2682@example.com,Europe,Technology,11-50,Manager,27,COLD,0.273,False,6,8.3,2,0,0,Website
LEAD_02683,lead2683@example.com,Africa,Healthcare,201-1000,C-Level,28,COLD,0.2864,False,2,12.95,11,1,0,Content Download
LEAD_02684,lead2684@example.com,Africa,Manufacturing,1000+,Individual Contributor,5,COLD,0.059,False,2,0.0,7,0,0,Webinar
LEAD_02685,lead2685@example.com,Latin America,Education,201-1000,Senior Manager,37,COOL,0.3703,False,7,24.5,11,0,0,Facebook
LEAD_02686,lead2686@example.com,Europe,Consulting,201-1000,Individual Contributor,14,COLD,0.1445,False,11,7.0,8,0,0,Trade Show
LEAD_02687,lead2687@example.com,Africa,Healthcare,1000+,Senior Manager,26,COLD,0.269,False,5,11.35,4,0,0,Facebook
LEAD_02688,lead2688@example.com,Europe,Finance,201-1000,VP,19,COLD,0.191,False,3,10.9,7,0,0,Content Download
LEAD_02689,lead2689@example.com,Africa,Consulting,1-10,Senior Manager,9,COLD,0.0999,False,2,0.0,15,0,0,Facebook
LEAD_02690,lead2690@example.com,Asia Pacific,Finance,1-10,C-Level,47,COOL,0.4715,False,10,11.4,2,0,0,Facebook
LEAD_02691,lead2691@example.com,Middle East,Finance,11-50,Senior Manager,33,COOL,0.3311,False,7,10.55,17,0,0,Email Campaign
LEAD_02692,lead2692@example.com,Middle East,Manufacturing,1-10,Senior Manager,15,COLD,0.1526,False,4,1.95,15,0,0,Google Ads
LEAD_02693,lead2693@example.com,Africa,E-commerce,201-1000,Director,86,HOT,0.865,True,12,75.65,0,0,0,Referral
LEAD_02694,lead2694@example.com,North America,Consulting,1-10,Senior Manager,19,COLD,0.1992,False,8,11.85,5,0,0,Google Ads
LEAD_02695,lead2695@example.com,North America,Technology,51-200,Senior Manager,90,HOT,0.905,True,12,69.6,1,1,1,Content Download
LEAD_02696,lead2696@example.com,Middle East,SaaS,201-1000,Senior Manager,84,HOT,0.845,True,17,79.5,0,1,0,Content Download
LEAD_02697,lead2697@example.com,Latin America,Technology,1000+,VP,42,COOL,0.4274,False,6,16.8,1,1,0,Trade Show
LEAD_02698,lead2698@example.com,Asia Pacific,Education,1-10,Director,71,WARM,0.7124,True,4,29.1,5,1,0,Google Ads
LEAD_02699,lead2699@example.com,Latin America,Consulting,51-200,Director,42,COOL,0.42,False,19,58.3,1,0,0,Webinar
LEAD_02700,lead2700@example.com,Africa,SaaS,51-200,Director,20,COLD,0.2041,False,6,18.65,1,0,0,Cold Outreach
LEAD_02701,lead2701@example.com,Latin America,Manufacturing,1-10,VP,18,COLD,0.1814,False,3,0.0,17,0,0,Website
LEAD_02702,lead2702@example.com,Asia Pacific,Finance,201-1000,Manager,87,HOT,0.875,True,15,112.8,1,1,1,LinkedIn
LEAD_02703,lead2703@example.com,Africa,E-commerce,1000+,Manager,13,COLD,0.1397,False,7,1.25,21,0,0,Website
LEAD_02704,lead2704@example.com,Latin America,Consulting,1000+,VP,40,COOL,0.4009,False,1,13.05,6,1,0,LinkedIn
LEAD_02705,lead2705@example.com,Asia Pacific,Finance,51-200,C-Level,4,COLD,0.0413,False,6,0.0,45,0,0,Cold Outreach
LEAD_02706,lead2706@example.com,Asia Pacific,Manufacturing,11-50,Director,39,COOL,0.398,False,9,24.7,26,1,0,Cold Outreach
LEAD_02707,lead2707@example.com,North America,Finance,201-1000,C-Level,11,COLD,0.1183,False,3,0.0,11,0,0,Content Download
LEAD_02708,lead2708@example.com,Asia Pacific,Education,1-10,Senior Manager,18,COLD,0.1815,False,10,0.0,18,0,0,Facebook
LEAD_02709,lead2709@example.com,Europe,Education,1-10,Individual Contributor,37,COOL,0.3717,False,9,25.55,6,0,1,Referral
LEAD_02710,lead2710@example.com,Europe,Finance,1-10,Director,36,COOL,0.3611,False,7,31.25,8,0,1,Webinar
LEAD_02711,lead2711@example.com,Africa,Manufacturing,11-50,VP,25,COLD,0.257,False,8,5.3,27,0,0,Webinar
LEAD_02712,lead2712@example.com,North America,Consulting,51-200,Senior Manager,89,HOT,0.895,True,11,80.9,2,1,1,LinkedIn
LEAD_02713,lead2713@example.com,Middle East,SaaS,1-10,Director,17,COLD,0.1771,False,6,9.25,12,1,0,Facebook
LEAD_02714,lead2714@example.com,North America,Manufacturing,1-10,Individual Contributor,8,COLD,0.0894,False,5,0.0,36,0,0,Webinar
LEAD_02715,lead2715@example.com,North America,Technology,201-1000,Manager,27,COLD,0.2748,False,7,6.5,0,0,0,Facebook
LEAD_02716,lead2716@example.com,Middle East,Retail,51-200,C-Level,70,WARM,0.7078,True,3,35.1,1,1,1,Google Ads
LEAD_02717,lead2717@example.com,Asia Pacific,Healthcare,1-10,Individual Contributor,50,WARM,0.5024,True,5,20.1,21,0,1,Webinar
LEAD_02718,lead2718@example.com,Latin America,Retail,1000+,Director,60,WARM,0.6006,True,2,34.8,14,0,1,Email Campaign
LEAD_02719,lead2719@example.com,Europe,Manufacturing,1-10,Manager,11,COLD,0.1109,False,7,0.0,27,0,0,Webinar
LEAD_02720,lead2720@example.com,Asia Pacific,SaaS,51-200,VP,0,COLD,0.0092,False,5,0.0,41,0,0,Partner
LEAD_02721,lead2721@example.com,Europe,Education,11-50,VP,21,COLD,0.2187,False,5,1.0,25,0,0,Facebook
LEAD_02722,lead2722@example.com,Latin America,Consulting,11-50,Director,7,COLD,0.0799,False,3,3.9,13,0,0,Content Download
LEAD_02723,lead2723@example.com,Europe,Retail,1-10,C-Level,47,COOL,0.4773,False,5,7.55,3,0,0,Google Ads
LEAD_02724,lead2724@example.com,Latin America,Healthcare,51-200,Director,27,COLD,0.2712,False,12,9.35,8,0,0,Website
LEAD_02725,lead2725@example.com,Europe,Retail,11-50,C-Level,9,COLD,0.0943,False,4,2.6,10,0,0,Email Campaign
LEAD_02726,lead2726@example.com,Latin America,Finance,11-50,C-Level,73,WARM,0.7367,True,4,36.05,2,1,0,Google Ads
LEAD_02727,lead2727@example.com,Europe,Retail,1000+,C-Level,28,COLD,0.2841,False,4,21.9,4,0,0,Google Ads
LEAD_02728,lead2728@example.com,Latin America,E-commerce,11-50,VP,52,WARM,0.5254,True,6,30.15,4,0,1,Facebook
LEAD_02729,lead2729@example.com,Middle East,SaaS,1000+,Manager,9,COLD,0.0968,False,5,3.6,20,0,0,Facebook
LEAD_02730,lead2730@example.com,Africa,Retail,1000+,Individual Contributor,19,COLD,0.1949,False,4,5.6,1,0,0,Facebook
LEAD_02731,lead2731@example.com,Asia Pacific,Finance,201-1000,VP,88,HOT,0.88,True,19,90.15,1,0,1,Partner
LEAD_02732,lead2732@example.com,North America,Real Estate,51-200,Senior Manager,81,HOT,0.81,True,17,85.8,1,1,1,LinkedIn
LEAD_02733,lead2733@example.com,Europe,E-commerce,51-200,C-Level,27,COLD,0.2766,False,5,15.0,1,1,0,Cold Outreach
LEAD_02734,lead2734@example.com,Latin America,Manufacturing,201-1000,Senior Manager,20,COLD,0.2062,False,5,16.35,1,0,0,Referral
LEAD_02735,lead2735@example.com,Middle East,Healthcare,11-50,Individual Contributor,7,COLD,0.0744,False,7,0.0,15,0,0,Facebook
LEAD_02736,lead2736@example.com,Asia Pacific,E-commerce,1000+,Director,30,COOL,0.3098,False,2,3.2,3,0,0,Email Campaign
LEAD_02737,lead2737@example.com,Africa,E-commerce,51-200,Senior Manager,32,COOL,0.3223,False,3,31.65,15,1,0,Partner
LEAD_02738,lead2738@example.com,Asia Pacific,Retail,201-1000,Individual Contributor,60,WARM,0.6031,True,4,31.15,1,1,1,Cold Outreach
LEAD_02739,lead2739@example.com,Latin America,Healthcare,51-200,C-Level,12,COLD,0.1285,False,7,4.9,8,0,0,Facebook
LEAD_02740,lead2740@example.com,Latin America,Consulting,51-200,VP,26,COLD,0.2692,False,4,8.1,0,0,0,Google Ads
LEAD_02741,lead2741@example.com,North America,Manufacturing,1-10,Individual Contributor,61,WARM,0.613,True,3,21.05,8,0,1,LinkedIn
LEAD_02742,lead2742@example.com,Asia Pacific,Manufacturing,1-10,C-Level,17,COLD,0.1765,False,3,1.85,25,0,1,Cold Outreach
LEAD_02743,lead2743@example.com,Europe,Healthcare,51-200,VP,6,COLD,0.0698,False,5,0.0,44,0,0,Website
LEAD_02744,lead2744@example.com,Europe,Education,1-10,VP,13,COLD,0.1334,False,6,0.0,10,0,0,Referral
LEAD_02745,lead2745@example.com,Africa,Real Estate,51-200,Individual Contributor,11,COLD,0.1107,False,6,0.0,48,0,0,Website
LEAD_02746,lead2746@example.com,Asia Pacific,Healthcare,51-200,C-Level,10,COLD,0.1003,False,4,1.85,10,0,0,Webinar
LEAD_02747,lead2747@example.com,Latin America,E-commerce,11-50,C-Level,17,COLD,0.1726,False,5,9.8,6,0,0,LinkedIn
LEAD_02748,lead2748@example.com,Latin America,SaaS,1-10,Manager,11,COLD,0.1181,False,6,7.15,6,0,0,Email Campaign
LEAD_02749,lead2749@example.com,North America,Retail,1-10,Director,45,COOL,0.4506,False,3,0.0,11,0,0,Facebook
LEAD_02750,lead2750@example.com,Middle East,E-commerce,1-10,C-Level,37,COOL,0.374,False,6,19.4,15,1,0,Partner
LEAD_02751,lead2751@example.com,Africa,SaaS,51-200,Individual Contributor,44,COOL,0.4406,False,6,21.8,7,1,0,Google Ads
LEAD_02752,lead2752@example.com,North America,E-commerce,1000+,VP,34,COOL,0.3412,False,6,13.8,25,1,0,Website
LEAD_02753,lead2753@example.com,Middle East,Education,51-200,VP,36,COOL,0.3636,False,4,25.35,9,0,0,LinkedIn
LEAD_02754,lead2754@example.com,Asia Pacific,Consulting,51-200,VP,35,COOL,0.35,False,4,25.4,9,1,0,LinkedIn
LEAD_02755,lead2755@example.com,Middle East,Healthcare,1-10,VP,22,COLD,0.2269,False,5,3.35,13,0,0,Content Download
LEAD_02756,lead2756@example.com,Africa,Consulting,201-1000,VP,9,COLD,0.0946,False,8,0.0,14,0,0,Trade Show
LEAD_02757,lead2757@example.com,North America,Consulting,1-10,Manager,26,COLD,0.2678,False,6,18.45,4,0,0,Email Campaign
LEAD_02758,lead2758@example.com,Latin America,Real Estate,1000+,VP,6,COLD,0.0698,False,6,0.0,36,0,0,Website
LEAD_02759,lead2759@example.com,Asia Pacific,Manufacturing,51-200,C-Level,16,COLD,0.1659,False,3,8.85,12,0,0,Webinar
LEAD_02760,lead2760@example.com,North America,Retail,11-50,Director,26,COLD,0.2636,False,2,13.65,4,0,1,Website
LEAD_02761,lead2761@example.com,Europe,SaaS,1-10,C-Level,25,COLD,0.259,False,3,0.55,2,0,0,Content Download
LEAD_02762,lead2762@example.com,Latin America,Manufacturing,1000+,Senior Manager,54,WARM,0.5404,True,6,39.65,5,1,0,LinkedIn
LEAD_02763,lead2763@example.com,Middle East,Healthcare,11-50,Director,24,COLD,0.2461,False,3,3.4,13,0,0,Facebook
LEAD_02764,lead2764@example.com,Asia Pacific,Education,51-200,Director,86,HOT,0.865,True,23,86.0,0,1,1,Content Download
LEAD_02765,lead2765@example.com,Latin America,Healthcare,51-200,Manager,90,HOT,0.9,True,13,69.55,6,0,1,Partner
LEAD_02766,lead2766@example.com,Africa,SaaS,51-200,C-Level,16,COLD,0.1641,False,6,5.85,34,1,0,Google Ads
LEAD_02767,lead2767@example.com,Middle East,Technology,11-50,Director,13,COLD,0.1377,False,0,4.05,1,0,0,Email Campaign
LEAD_02768,lead2768@example.com,North America,Healthcare,1000+,Manager,34,COOL,0.3433,False,2,16.55,18,1,0,Facebook
LEAD_02769,lead2769@example.com,Asia Pacific,Manufacturing,1-10,Individual Contributor,16,COLD,0.1608,False,4,9.0,6,0,0,Webinar
LEAD_02770,lead2770@example.com,Middle East,Education,51-200,Manager,85,HOT,0.855,True,18,94.05,2,1,1,Referral
LEAD_02771,lead2771@example.com,North America,Retail,11-50,C-Level,33,COOL,0.3328,False,4,32.6,3,1,0,LinkedIn
LEAD_02772,lead2772@example.com,North America,Education,11-50,C-Level,12,COLD,0.1242,False,6,1.9,18,0,0,LinkedIn
LEAD_02773,lead2773@example.com,Middle East,SaaS,1000+,Director,47,COOL,0.4753,False,5,17.55,9,1,0,Google Ads
LEAD_02774,lead2774@example.com,Middle East,Finance,1000+,Manager,21,COLD,0.2123,False,3,5.05,0,0,0,Webinar
LEAD_02775,lead2775@example.com,Europe,Education,1000+,VP,11,COLD,0.1152,False,5,1.8,9,0,0,Cold Outreach
LEAD_02776,lead2776@example.com,Europe,Manufacturing,1000+,VP,18,COLD,0.1874,False,3,0.75,8,0,0,Cold Outreach
LEAD_02777,lead2777@example.com,North America,Technology,11-50,Senior Manager,18,COLD,0.1884,False,5,7.5,1,0,0,Referral
LEAD_02778,lead2778@example.com,Middle East,Real Estate,1-10,C-Level,7,COLD,0.0721,False,2,0.0,2,0,0,Webinar
LEAD_02779,lead2779@example.com,Europe,Retail,51-200,VP,32,COOL,0.3239,False,4,8.9,0,1,0,Cold Outreach
LEAD_02780,lead2780@example.com,Asia Pacific,Real Estate,1-10,VP,46,COOL,0.4676,False,5,22.8,2,0,0,Content Download
LEAD_02781,lead2781@example.com,Latin America,SaaS,1-10,Director,24,COLD,0.2456,False,2,11.25,22,0,0,Email Campaign
LEAD_02782,lead2782@example.com,Africa,Consulting,11-50,C-Level,38,COOL,0.3883,False,13,10.3,6,0,0,Google Ads
LEAD_02783,lead2783@example.com,Europe,Retail,1-10,Individual Contributor,27,COLD,0.2724,False,7,17.3,11,0,0,Facebook
LEAD_02784,lead2784@example.com,Africa,Technology,1-10,VP,38,COOL,0.3834,False,6,32.4,14,1,0,Referral
LEAD_02785,lead2785@example.com,Africa,E-commerce,11-50,Director,25,COLD,0.2555,False,4,12.5,13,0,0,Content Download
LEAD_02786,lead2786@example.com,Asia Pacific,Consulting,1-10,Senior Manager,16,COLD,0.1625,False,3,0.0,5,0,0,Email Campaign
LEAD_02787,lead2787@example.com,Africa,Healthcare,51-200,Senior Manager,15,COLD,0.1504,False,7,4.05,13,0,0,Facebook
LEAD_02788,lead2788@example.com,Europe,Retail,51-200,VP,12,COLD,0.127,False,3,7.0,4,0,0,Facebook
LEAD_02789,lead2789@example.com,Middle East,Consulting,1000+,C-Level,90,HOT,0.9,True,14,88.5,5,1,1,Partner
LEAD_02790,lead2790@example.com,Africa,SaaS,1000+,VP,22,COLD,0.2207,False,6,16.45,6,0,0,Trade Show
LEAD_02791,lead2791@example.com,Latin America,Manufacturing,1-10,VP,16,COLD,0.1667,False,7,9.55,10,0,0,Facebook
LEAD_02792,lead2792@example.com,Africa,Technology,51-200,Senior Manager,8,COLD,0.0855,False,8,0.0,40,0,0,Email Campaign
LEAD_02793,lead2793@example.com,Europe,Consulting,1-10,Senior Manager,23,COLD,0.2337,False,10,17.7,3,1,0,Cold Outreach
LEAD_02794,lead2794@example.com,Latin America,E-commerce,51-200,Manager,91,HOT,0.915,True,13,65.9,0,0,0,LinkedIn
LEAD_02795,lead2795@example.com,Africa,Retail,11-50,Director,84,HOT,0.84,True,14,66.45,2,0,1,Google Ads
LEAD_02796,lead2796@example.com,Middle East,Finance,51-200,Senior Manager,53,WARM,0.5384,True,6,19.85,19,1,0,Facebook
LEAD_02797,lead2797@example.com,North America,E-commerce,11-50,Manager,89,HOT,0.89,True,16,81.15,2,1,1,Google Ads
LEAD_02798,lead2798@example.com,Middle East,Manufacturing,11-50,Director,89,HOT,0.895,True,14,83.15,3,1,1,Google Ads
LEAD_02799,lead2799@example.com,Middle East,E-commerce,51-200,C-Level,20,COLD,0.2052,False,4,6.7,16,0,0,Trade Show
LEAD_02800,lead2800@example.com,Africa,SaaS,1-10,Individual Contributor,22,COLD,0.2217,False,8,16.6,37,0,1,Google Ads
LEAD_02801,lead2801@example.com,Europe,Technology,1-10,VP,29,COLD,0.2914,False,6,7.8,5,0,0,Cold Outreach
LEAD_02802,lead2802@example.com,Africa,SaaS,1-10,Director,13,COLD,0.1378,False,5,3.9,8,0,0,Trade Show
LEAD_02803,lead2803@example.com,Africa,Consulting,1-10,Director,40,COOL,0.4003,False,2,25.5,3,0,0,Partner
LEAD_02804,lead2804@example.com,North America,Technology,11-50,Director,91,HOT,0.915,True,17,90.4,8,1,0,Referral
LEAD_02805,lead2805@example.com,Middle East,Finance,201-1000,VP,28,COLD,0.2816,False,3,23.05,2,0,0,Content Download
LEAD_02806,lead2806@example.com,Asia Pacific,Retail,1000+,Senior Manager,43,COOL,0.4391,False,6,21.0,1,0,0,LinkedIn
LEAD_02807,lead2807@example.com,Middle East,Retail,51-200,Senior Manager,25,COLD,0.2554,False,6,8.8,17,0,0,Website
LEAD_02808,lead2808@example.com,Africa,Manufacturing,1000+,C-Level,5,COLD,0.0545,False,2,0.0,12,0,0,Cold Outreach
LEAD_02809,lead2809@example.com,Europe,Retail,11-50,VP,27,COLD,0.2786,False,8,9.1,15,0,0,Content Download
LEAD_02810,lead2810@example.com,Asia Pacific,E-commerce,201-1000,C-Level,23,COLD,0.2322,False,5,4.55,29,0,1,Trade Show
LEAD_02811,lead2811@example.com,Africa,Real Estate,11-50,Manager,89,HOT,0.895,True,13,75.25,3,1,0,Referral
LEAD_02812,lead2812@example.com,Asia Pacific,Consulting,51-200,Senior Manager,15,COLD,0.1585,False,12,8.7,15,0,0,Website
LEAD_02813,lead2813@example.com,Asia Pacific,Real Estate,1-10,Director,9,COLD,0.0934,False,2,0.0,15,0,0,Google Ads
LEAD_02814,lead2814@example.com,Europe,Finance,51-200,VP,16,COLD,0.1639,False,6,1.25,9,0,0,Partner
LEAD_02815,lead2815@example.com,Europe,Real Estate,1-10,Individual Contributor,13,COLD,0.1354,False,8,4.1,27,0,0,LinkedIn
LEAD_02816,lead2816@example.com,Middle East,Technology,201-1000,Individual Contributor,3,COLD,0.0337,False,7,0.0,55,1,0,Cold Outreach
LEAD_02817,lead2817@example.com,Europe,Finance,1000+,Director,91,HOT,0.91,True,10,76.3,13,1,1,Referral
LEAD_02818,lead2818@example.com,Latin America,Consulting,11-50,C-Level,13,COLD,0.1382,False,5,8.1,3,0,0,Cold Outreach
LEAD_02819,lead2819@example.com,Africa,Retail,51-200,VP,14,COLD,0.1414,False,3,7.75,2,0,0,Facebook
LEAD_02820,lead2820@example.com,North America,Retail,11-50,VP,26,COLD,0.2631,False,6,9.7,0,0,0,Content Download
LEAD_02821,lead2821@example.com,Middle East,Real Estate,1-10,Director,26,COLD,0.2682,False,6,14.05,4,0,0,Cold Outreach
LEAD_02822,lead2822@example.com,North America,Technology,51-200,Senior Manager,16,COLD,0.167,False,2,8.8,27,1,0,Referral
LEAD_02823,lead2823@example.com,North America,E-commerce,1-10,Senior Manager,26,COLD,0.2685,False,7,18.15,10,0,0,Content Download
LEAD_02824,lead2824@example.com,Middle East,Consulting,1000+,C-Level,26,COLD,0.2661,False,5,1.25,6,0,0,Facebook
LEAD_02825,lead2825@example.com,Asia Pacific,Consulting,1000+,Manager,21,COLD,0.2119,False,7,14.75,4,0,0,Email Campaign
LEAD_02826,lead2826@example.com,Middle East,Real Estate,1000+,C-Level,41,COOL,0.4191,False,4,9.55,4,0,0,Email Campaign
LEAD_02827,lead2827@example.com,Europe,Retail,51-200,Manager,84,HOT,0.845,True,18,86.55,0,1,1,Google Ads
LEAD_02828,lead2828@example.com,Latin America,Finance,51-200,Senior Manager,36,COOL,0.3699,False,7,16.45,11,0,0,Website
LEAD_02829,lead2829@example.com,Africa,SaaS,11-50,Senior Manager,8,COLD,0.0884,False,3,0.0,7,0,0,Email Campaign
LEAD_02830,lead2830@example.com,Europe,Finance,11-50,Individual Contributor,35,COOL,0.355,False,10,41.25,2,0,1,Google Ads
LEAD_02831,lead2831@example.com,Middle East,E-commerce,1-10,Senior Manager,27,COLD,0.273,False,4,27.7,4,1,0,Email Campaign
LEAD_02832,lead2832@example.com,Latin America,Retail,51-200,Director,89,HOT,0.89,True,15,64.9,5,0,0,LinkedIn
LEAD_02833,lead2833@example.com,North America,E-commerce,11-50,Senior Manager,27,COLD,0.2718,False,5,3.95,4,0,0,Content Download
LEAD_02834,lead2834@example.com,Asia Pacific,Consulting,1000+,C-Level,16,COLD,0.1667,False,4,9.7,0,0,0,Cold Outreach
LEAD_02835,lead2835@example.com,Middle East,Real Estate,201-1000,Director,38,COOL,0.3811,False,5,1.75,9,0,0,Email Campaign
LEAD_02836,lead2836@example.com,North America,Retail,201-1000,Manager,17,COLD,0.1769,False,6,4.4,7,0,0,Email Campaign
LEAD_02837,lead2837@example.com,Europe,SaaS,1-10,Senior Manager,3,COLD,0.0398,False,1,0.0,26,0,0,Referral
LEAD_02838,lead2838@example.com,Asia Pacific,Real Estate,51-200,C-Level,14,COLD,0.1419,False,6,8.55,5,0,0,Google Ads
LEAD_02839,lead2839@example.com,Europe,Consulting,1000+,C-Level,11,COLD,0.1164,False,5,0.0,22,0,0,Email Campaign
LEAD_02840,lead2840@example.com,Latin America,SaaS,1000+,Senior Manager,23,COLD,0.2318,False,3,0.0,26,0,0,Partner
LEAD_02841,lead2841@example.com,Middle East,Technology,11-50,Manager,56,WARM,0.5682,True,1,14.75,12,1,0,Webinar
LEAD_02842,lead2842@example.com,Middle East,SaaS,201-1000,Individual Contributor,12,COLD,0.1222,False,3,0.0,43,0,1,Webinar
LEAD_02843,lead2843@example.com,North America,E-commerce,1000+,Individual Contributor,17,COLD,0.1726,False,4,6.65,8,0,0,Google Ads
LEAD_02844,lead2844@example.com,Asia Pacific,Manufacturing,1-10,VP,15,COLD,0.1529,False,9,13.35,6,0,0,Cold Outreach
LEAD_02845,lead2845@example.com,Middle East,Healthcare,51-200,Senior Manager,88,HOT,0.88,True,19,84.85,0,1,0,Content Download
LEAD_02846,lead2846@example.com,North America,Technology,1000+,Senior Manager,49,COOL,0.4938,False,5,23.4,6,1,0,Facebook
LEAD_02847,lead2847@example.com,Asia Pacific,E-commerce,201-1000,Individual Contributor,5,COLD,0.057,False,5,0.0,34,0,0,Facebook
LEAD_02848,lead2848@example.com,Middle East,Technology,201-1000,Director,9,COLD,0.0904,False,6,2.8,15,0,0,Facebook
LEAD_02849,lead2849@example.com,Europe,E-commerce,11-50,Senior Manager,60,WARM,0.6054,True,5,38.65,3,1,0,Content Download
LEAD_02850,lead2850@example.com,Middle East,E-commerce,1000+,Director,44,COOL,0.4454,False,5,24.75,1,0,0,Google Ads
LEAD_02851,lead2851@example.com,Latin America,Healthcare,1-10,Individual Contributor,21,COLD,0.2199,False,8,16.95,2,0,1,Facebook
LEAD_02852,lead2852@example.com,Latin America,Manufacturing,201-1000,Manager,12,COLD,0.1294,False,4,0.65,3,0,0,Google Ads
LEAD_02853,lead2853@example.com,North America,Real Estate,11-50,VP,30,COOL,0.3036,False,3,25.4,3,1,0,Email Campaign
LEAD_02854,lead2854@example.com,North America,E-commerce,1-10,Manager,36,COOL,0.3669,False,8,14.3,7,0,0,Google Ads
LEAD_02855,lead2855@example.com,North America,Retail,1000+,Individual Contributor,28,COLD,0.2813,False,5,1.4,14,0,0,LinkedIn
LEAD_02856,lead2856@example.com,Asia Pacific,Consulting,51-200,Senior Manager,25,COLD,0.2539,False,9,10.1,16,1,0,Referral
LEAD_02857,lead2857@example.com,Latin America,Consulting,1000+,VP,11,COLD,0.1187,False,10,2.45,3,0,0,Content Download
LEAD_02858,lead2858@example.com,Latin America,Education,11-50,Director,93,HOT,0.93,True,10,85.7,4,1,0,Partner
LEAD_02859,lead2859@example.com,Europe,E-commerce,51-200,Manager,4,COLD,0.0404,False,4,0.0,20,0,0,Email Campaign
LEAD_02860,lead2860@example.com,Middle East,Real Estate,201-1000,VP,48,COOL,0.485,False,15,96.2,2,1,1,Partner
LEAD_02861,lead2861@example.com,Asia Pacific,Education,1-10,Senior Manager,43,COOL,0.4301,False,6,11.1,14,0,0,Website
LEAD_02862,lead2862@example.com,Middle East,Education,11-50,Director,26,COLD,0.2696,False,8,15.5,8,0,0,Cold Outreach
LEAD_02863,lead2863@example.com,North America,Manufacturing,11-50,C-Level,20,COLD,0.2081,False,2,10.85,1,0,0,Webinar
LEAD_02864,lead2864@example.com,Africa,Education,201-1000,Individual Contributor,38,COOL,0.3806,False,4,38.15,3,1,0,Trade Show
LEAD_02865,lead2865@example.com,North America,SaaS,11-50,Manager,34,COOL,0.3485,False,4,15.9,0,0,0,Website
